rideable_type,member_casual,Day Name,Month Name,Custom,Hour,Count
classic_bike,member,Saturday,March,30 to 60,4,1
electric_bike,member,Saturday,March,Over 60,4,1
electric_bike,member,Friday,March,Over 60,4,1
classic_bike,casual,Tuesday,March,30 to 60,1,1
electric_bike,member,Monday,March,Over 60,13,2
electric_bike,member,Thursday,March,Over 60,7,1
classic_bike,casual,Friday,March,10 to 30,4,2
electric_bike,casual,Friday,March,30 to 60,4,2
electric_bike,casual,Thursday,March,30 to 60,0,1
classic_bike,casual,Friday,March,Over 60,21,2
classic_bike,member,Wednesday,March,30 to 60,1,1
electric_bike,member,Saturday,March,Over 60,22,1
electric_bike,member,Friday,March,30 to 60,3,1
electric_bike,casual,Tuesday,March,30 to 60,0,1
electric_bike,member,Sunday,March,Over 60,2,1
classic_bike,member,Tuesday,March,Over 60,11,1
electric_bike,casual,Wednesday,March,Over 60,17,2
classic_bike,casual,Thursday,March,30 to 60,0,2
classic_bike,casual,Friday,March,Over 60,2,3
classic_bike,member,Thursday,March,30 to 60,2,1
classic_bike,casual,Wednesday,March,30 to 60,3,1
classic_bike,casual,Wednesday,March,30 to 60,21,2
electric_bike,casual,Tuesday,March,Over 60,10,1
electric_bike,casual,Saturday,March,Over 60,20,1
classic_bike,casual,Friday,March,Over 60,6,2
classic_bike,member,Monday,April,Under 10,19,798
electric_bike,member,Thursday,April,Under 10,6,466
classic_bike,member,Saturday,April,10 to 30,11,540
classic_bike,member,Thursday,April,Under 10,18,768
electric_bike,member,Friday,April,30 to 60,19,39
classic_bike,member,Wednesday,April,Under 10,16,837
electric_bike,member,Wednesday,April,10 to 30,7,540
electric_bike,member,Thursday,April,Under 10,18,1199
classic_bike,member,Tuesday,April,Under 10,20,526
classic_bike,member,Saturday,April,10 to 30,15,599
classic_bike,member,Tuesday,April,30 to 60,18,210
classic_bike,member,Wednesday,April,Under 10,17,1042
classic_bike,member,Friday,April,10 to 30,22,126
classic_bike,member,Saturday,April,10 to 30,12,600
classic_bike,member,Sunday,April,Under 10,19,445
classic_bike,member,Tuesday,April,10 to 30,19,585
electric_bike,member,Sunday,April,10 to 30,16,477
electric_bike,member,Wednesday,April,10 to 30,15,406
classic_bike,member,Friday,April,30 to 60,18,87
electric_bike,member,Tuesday,April,Under 10,18,1463
classic_bike,member,Saturday,April,10 to 30,10,467
classic_bike,casual,Saturday,April,10 to 30,15,683
classic_bike,member,Tuesday,April,Under 10,5,176
classic_bike,member,Wednesday,April,Under 10,11,425
classic_bike,member,Thursday,April,Under 10,8,864
classic_bike,member,Tuesday,April,10 to 30,9,406
classic_bike,casual,Sunday,April,Under 10,0,78
classic_bike,member,Monday,April,Under 10,18,1207
classic_bike,member,Saturday,April,Under 10,15,652
electric_bike,member,Monday,April,Under 10,17,1731
classic_bike,member,Thursday,April,Over 60,12,5
classic_bike,casual,Wednesday,April,Under 10,18,152
classic_bike,member,Saturday,April,10 to 30,17,635
classic_bike,member,Thursday,April,30 to 60,16,114
classic_bike,member,Thursday,April,Under 10,20,359
classic_bike,member,Monday,April,10 to 30,12,439
classic_bike,member,Sunday,April,Under 10,17,577
electric_bike,member,Thursday,April,Under 10,10,494
classic_bike,casual,Saturday,April,Under 10,14,299
classic_bike,member,Wednesday,April,10 to 30,19,346
classic_bike,member,Monday,April,Under 10,12,845
classic_bike,member,Sunday,April,Under 10,15,541
electric_bike,member,Tuesday,April,Under 10,6,780
classic_bike,member,Saturday,April,Under 10,17,596
classic_bike,member,Monday,April,Under 10,8,1043
classic_bike,member,Friday,April,30 to 60,19,68
electric_bike,member,Monday,April,Under 10,8,1266
electric_bike,member,Saturday,April,Under 10,16,900
electric_bike,member,Tuesday,April,10 to 30,19,585
electric_bike,member,Wednesday,April,10 to 30,9,296
classic_bike,casual,Wednesday,April,30 to 60,9,23
classic_bike,casual,Wednesday,April,10 to 30,17,213
classic_bike,member,Monday,April,Under 10,20,542
electric_bike,member,Monday,April,Under 10,13,941
classic_bike,member,Sunday,April,10 to 30,11,437
classic_bike,member,Sunday,April,10 to 30,14,575
electric_bike,member,Wednesday,April,Under 10,13,612
classic_bike,casual,Saturday,April,Under 10,1,28
electric_bike,casual,Saturday,April,Under 10,10,366
electric_bike,member,Saturday,April,10 to 30,15,611
classic_bike,member,Thursday,April,Under 10,17,1147
electric_bike,member,Monday,April,Under 10,7,928
electric_bike,member,Friday,April,Under 10,5,132
classic_bike,member,Saturday,April,10 to 30,19,392
electric_bike,member,Tuesday,April,Under 10,7,1439
electric_bike,member,Sunday,April,Under 10,17,667
classic_bike,casual,Saturday,April,10 to 30,3,6
classic_bike,casual,Saturday,April,30 to 60,15,313
classic_bike,member,Sunday,April,10 to 30,19,342
electric_bike,member,Wednesday,April,Under 10,18,1178
classic_bike,casual,Sunday,April,Under 10,17,219
classic_bike,member,Tuesday,April,Under 10,15,853
classic_bike,casual,Tuesday,April,10 to 30,16,485
electric_bike,member,Tuesday,April,10 to 30,18,851
electric_bike,member,Saturday,April,Under 10,15,823
electric_bike,member,Tuesday,April,10 to 30,17,1270
classic_bike,member,Monday,April,Under 10,11,671
classic_bike,member,Wednesday,April,Under 10,12,489
classic_bike,member,Monday,April,Under 10,9,672
classic_bike,member,Monday,April,10 to 30,16,918
classic_bike,member,Monday,April,10 to 30,6,190
electric_bike,casual,Friday,April,Under 10,11,243
classic_bike,casual,Thursday,April,Under 10,20,64
electric_bike,casual,Thursday,April,Under 10,19,258
electric_bike,casual,Saturday,April,Under 10,21,272
classic_bike,casual,Sunday,April,Under 10,18,195
classic_bike,member,Saturday,April,Under 10,9,552
electric_bike,member,Monday,April,10 to 30,10,243
electric_bike,member,Thursday,April,10 to 30,22,151
classic_bike,casual,Saturday,April,Over 60,12,203
classic_bike,member,Monday,April,30 to 60,16,173
classic_bike,member,Tuesday,April,10 to 30,12,378
classic_bike,member,Tuesday,April,Under 10,18,1127
electric_bike,casual,Wednesday,April,10 to 30,12,100
classic_bike,casual,Friday,April,10 to 30,14,154
classic_bike,member,Saturday,April,10 to 30,23,107
electric_bike,member,Monday,April,Under 10,12,984
electric_bike,member,Friday,April,Under 10,20,541
electric_bike,casual,Sunday,April,Under 10,9,205
electric_bike,casual,Saturday,April,Under 10,23,246
electric_bike,casual,Thursday,April,Under 10,16,439
classic_bike,casual,Sunday,April,30 to 60,16,302
classic_bike,member,Wednesday,April,30 to 60,9,47
classic_bike,member,Saturday,April,10 to 30,16,594
classic_bike,member,Friday,April,Under 10,11,491
electric_bike,casual,Sunday,April,Under 10,15,466
electric_bike,member,Thursday,April,Under 10,8,1152
electric_bike,member,Saturday,April,10 to 30,17,589
classic_bike,member,Sunday,April,30 to 60,16,166
electric_bike,member,Wednesday,April,Under 10,5,168
electric_bike,member,Friday,April,10 to 30,11,247
classic_bike,member,Tuesday,April,30 to 60,12,81
electric_bike,member,Saturday,April,Under 10,14,873
electric_bike,member,Friday,April,Under 10,7,725
classic_bike,member,Wednesday,April,Under 10,9,485
classic_bike,member,Saturday,April,10 to 30,14,566
electric_bike,member,Saturday,April,Under 10,17,852
electric_bike,member,Wednesday,April,Under 10,15,815
electric_bike,member,Saturday,April,10 to 30,10,405
classic_bike,member,Thursday,April,10 to 30,8,545
electric_bike,member,Tuesday,April,Under 10,9,897
classic_bike,casual,Tuesday,April,10 to 30,17,463
classic_bike,casual,Saturday,April,10 to 30,18,529
electric_bike,casual,Friday,April,Under 10,8,258
electric_bike,member,Friday,April,Under 10,17,1047
classic_bike,member,Wednesday,April,10 to 30,15,333
classic_bike,member,Wednesday,April,30 to 60,13,29
electric_bike,member,Monday,April,10 to 30,15,601
classic_bike,casual,Saturday,April,10 to 30,16,621
electric_bike,casual,Saturday,April,Under 10,13,472
classic_bike,casual,Saturday,April,Over 60,8,29
electric_bike,member,Tuesday,April,10 to 30,7,847
classic_bike,member,Monday,April,Under 10,6,440
classic_bike,member,Tuesday,April,10 to 30,8,925
classic_bike,member,Sunday,April,10 to 30,18,466
classic_bike,member,Saturday,April,30 to 60,18,151
classic_bike,member,Friday,April,Under 10,0,46
classic_bike,member,Wednesday,April,10 to 30,21,180
electric_bike,member,Saturday,April,10 to 30,11,485
electric_bike,member,Monday,April,Under 10,21,465
classic_bike,member,Friday,April,10 to 30,19,357
classic_bike,member,Tuesday,April,Under 10,19,770
classic_bike,member,Thursday,April,30 to 60,17,137
classic_bike,member,Sunday,April,10 to 30,9,267
classic_bike,member,Monday,April,10 to 30,14,405
electric_bike,casual,Friday,April,Under 10,21,190
classic_bike,member,Sunday,April,Under 10,10,535
electric_bike,member,Saturday,April,10 to 30,9,327
electric_bike,member,Sunday,April,10 to 30,15,485
classic_bike,member,Thursday,April,Under 10,19,467
classic_bike,member,Saturday,April,Under 10,13,753
classic_bike,member,Wednesday,April,Under 10,8,784
electric_bike,member,Monday,April,Under 10,19,928
classic_bike,casual,Monday,April,30 to 60,18,154
electric_bike,casual,Monday,April,Under 10,13,415
classic_bike,member,Saturday,April,10 to 30,18,508
electric_bike,member,Wednesday,April,Under 10,17,1481
electric_bike,member,Thursday,April,Under 10,21,399
classic_bike,member,Friday,April,10 to 30,11,232
electric_bike,member,Tuesday,April,10 to 30,8,1096
electric_bike,member,Wednesday,April,10 to 30,8,638
electric_bike,member,Wednesday,April,10 to 30,18,594
classic_bike,casual,Sunday,April,30 to 60,2,8
classic_bike,member,Wednesday,April,30 to 60,6,31
classic_bike,casual,Monday,April,Over 60,15,90
classic_bike,member,Monday,April,Under 10,16,1106
classic_bike,casual,Sunday,April,10 to 30,11,372
classic_bike,member,Monday,April,Under 10,15,765
classic_bike,member,Saturday,April,Under 10,16,592
classic_bike,member,Friday,April,10 to 30,10,229
classic_bike,member,Wednesday,April,Under 10,10,355
electric_bike,member,Wednesday,April,Under 10,8,1117
classic_bike,member,Tuesday,April,Under 10,21,400
classic_bike,member,Saturday,April,Under 10,10,581
classic_bike,member,Tuesday,April,Under 10,6,564
classic_bike,casual,Wednesday,April,Under 10,21,60
classic_bike,casual,Monday,April,Under 10,16,210
classic_bike,member,Friday,April,30 to 60,7,57
electric_bike,member,Saturday,April,30 to 60,16,68
classic_bike,member,Tuesday,April,10 to 30,18,927
classic_bike,casual,Tuesday,April,10 to 30,5,10
classic_bike,member,Friday,April,10 to 30,14,250
classic_bike,member,Friday,April,Under 10,10,398
classic_bike,member,Friday,April,10 to 30,17,502
electric_bike,member,Sunday,April,Under 10,19,571
electric_bike,casual,Friday,April,Under 10,10,210
classic_bike,casual,Saturday,April,10 to 30,12,572
electric_bike,casual,Saturday,April,10 to 30,15,589
classic_bike,member,Tuesday,April,Under 10,12,722
electric_bike,member,Tuesday,April,Under 10,21,593
classic_bike,casual,Tuesday,April,Under 10,15,184
electric_bike,casual,Wednesday,April,10 to 30,17,295
electric_bike,member,Sunday,April,Under 10,10,627
classic_bike,member,Tuesday,April,10 to 30,13,407
electric_bike,member,Monday,April,Under 10,5,174
electric_bike,member,Sunday,April,Under 10,11,631
classic_bike,member,Tuesday,April,10 to 30,14,381
electric_bike,member,Tuesday,April,10 to 30,16,1388
classic_bike,member,Thursday,April,Under 10,13,480
electric_bike,casual,Tuesday,April,Under 10,23,98
classic_bike,casual,Monday,April,10 to 30,18,402
classic_bike,casual,Thursday,April,10 to 30,16,175
classic_bike,member,Saturday,April,Under 10,12,652
classic_bike,member,Sunday,April,Under 10,16,541
classic_bike,casual,Monday,April,Under 10,18,262
classic_bike,casual,Sunday,April,Under 10,15,227
classic_bike,casual,Sunday,April,10 to 30,18,394
electric_bike,casual,Saturday,April,10 to 30,16,624
electric_bike,member,Friday,April,Under 10,16,959
electric_bike,member,Monday,April,Under 10,9,790
classic_bike,member,Sunday,April,Under 10,9,387
classic_bike,member,Thursday,April,Under 10,7,674
classic_bike,member,Sunday,April,10 to 30,15,557
classic_bike,member,Wednesday,April,10 to 30,17,822
classic_bike,member,Tuesday,April,10 to 30,16,1163
classic_bike,member,Sunday,April,10 to 30,12,589
classic_bike,member,Monday,April,10 to 30,17,1367
electric_bike,member,Saturday,April,Under 10,11,825
electric_bike,member,Friday,April,Under 10,8,860
electric_bike,member,Sunday,April,10 to 30,8,128
classic_bike,member,Monday,April,30 to 60,18,236
classic_bike,member,Tuesday,April,Under 10,13,685
classic_bike,member,Tuesday,April,10 to 30,21,267
electric_bike,member,Tuesday,April,Under 10,17,1840
classic_bike,casual,Saturday,April,Under 10,23,91
electric_bike,member,Friday,April,10 to 30,9,248
classic_bike,member,Sunday,April,Under 10,4,13
classic_bike,member,Friday,April,Under 10,19,562
classic_bike,member,Tuesday,April,Under 10,9,767
electric_bike,member,Tuesday,April,Under 10,8,1560
electric_bike,member,Tuesday,April,10 to 30,9,385
electric_bike,member,Saturday,April,Under 10,19,672
electric_bike,member,Monday,April,10 to 30,21,221
electric_bike,member,Wednesday,April,10 to 30,21,173
classic_bike,member,Monday,April,10 to 30,20,335
classic_bike,member,Wednesday,April,30 to 60,21,22
classic_bike,member,Saturday,April,30 to 60,16,198
electric_bike,member,Tuesday,April,Under 10,11,723
classic_bike,member,Friday,April,Under 10,7,575
classic_bike,member,Sunday,April,10 to 30,13,617
classic_bike,member,Sunday,April,10 to 30,16,553
classic_bike,member,Wednesday,April,10 to 30,16,593
classic_bike,member,Sunday,April,10 to 30,21,112
classic_bike,member,Tuesday,April,Over 60,8,22
classic_bike,member,Thursday,April,Under 10,14,465
classic_bike,member,Thursday,April,Under 10,21,282
classic_bike,casual,Monday,April,Under 10,15,181
classic_bike,casual,Saturday,April,10 to 30,14,653
classic_bike,member,Saturday,April,Under 10,11,653
classic_bike,member,Tuesday,April,10 to 30,17,1347
electric_bike,casual,Tuesday,April,Under 10,2,29
electric_bike,member,Tuesday,April,Under 10,15,1211
classic_bike,member,Monday,April,30 to 60,10,53
electric_bike,member,Friday,April,10 to 30,23,125
classic_bike,member,Saturday,April,Under 10,18,578
classic_bike,member,Saturday,April,Under 10,19,461
electric_bike,casual,Sunday,April,Under 10,4,30
classic_bike,casual,Saturday,April,10 to 30,23,94
electric_bike,casual,Monday,April,Under 10,17,613
classic_bike,casual,Monday,April,10 to 30,10,138
electric_bike,casual,Monday,April,Under 10,15,444
electric_bike,member,Friday,April,10 to 30,22,155
classic_bike,member,Wednesday,April,Under 10,14,446
electric_bike,member,Thursday,April,30 to 60,9,26
classic_bike,member,Friday,April,Under 10,17,791
classic_bike,member,Tuesday,April,Under 10,17,1486
classic_bike,member,Friday,April,Under 10,18,659
classic_bike,member,Monday,April,10 to 30,8,707
electric_bike,member,Monday,April,10 to 30,18,862
classic_bike,member,Tuesday,April,Under 10,7,1092
classic_bike,casual,Saturday,April,Over 60,17,167
electric_bike,member,Tuesday,April,10 to 30,15,728
classic_bike,member,Wednesday,April,10 to 30,22,89
classic_bike,member,Wednesday,April,30 to 60,18,95
classic_bike,member,Sunday,April,30 to 60,13,163
classic_bike,member,Thursday,April,10 to 30,17,854
electric_bike,member,Thursday,April,Under 10,7,891
electric_bike,member,Thursday,April,10 to 30,19,303
classic_bike,member,Monday,April,Under 10,14,697
electric_bike,member,Monday,April,Under 10,11,774
electric_bike,member,Sunday,April,10 to 30,13,496
classic_bike,member,Tuesday,April,10 to 30,22,135
electric_bike,casual,Saturday,April,10 to 30,18,492
classic_bike,member,Wednesday,April,10 to 30,6,188
electric_bike,member,Thursday,April,Under 10,12,707
classic_bike,member,Monday,April,Under 10,17,1543
classic_bike,casual,Friday,April,Under 10,15,123
electric_bike,member,Sunday,April,Under 10,12,786
electric_bike,member,Thursday,April,Under 10,5,155
electric_bike,casual,Saturday,April,10 to 30,3,22
classic_bike,member,Saturday,April,Under 10,8,353
classic_bike,member,Tuesday,April,Under 10,11,549
classic_bike,member,Saturday,April,Under 10,22,179
electric_bike,member,Sunday,April,30 to 60,10,33
electric_bike,casual,Monday,April,10 to 30,18,389
classic_bike,member,Wednesday,April,Under 10,18,768
electric_bike,member,Tuesday,April,30 to 60,9,21
electric_bike,member,Tuesday,April,10 to 30,21,299
electric_bike,member,Friday,April,10 to 30,5,37
electric_bike,member,Wednesday,April,10 to 30,5,53
classic_bike,member,Sunday,April,Under 10,12,648
classic_bike,member,Sunday,April,Under 10,11,552
electric_bike,member,Friday,April,Under 10,6,479
classic_bike,member,Saturday,April,10 to 30,6,37
classic_bike,member,Wednesday,April,Under 10,20,374
classic_bike,member,Tuesday,April,10 to 30,6,266
classic_bike,member,Tuesday,April,10 to 30,10,279
electric_bike,casual,Saturday,April,Under 10,15,572
classic_bike,casual,Sunday,April,30 to 60,13,296
classic_bike,member,Thursday,April,Under 10,9,528
classic_bike,member,Friday,April,Under 10,20,348
classic_bike,member,Wednesday,April,Under 10,13,469
classic_bike,member,Thursday,April,Under 10,11,430
classic_bike,member,Friday,April,Under 10,9,493
electric_bike,member,Tuesday,April,Under 10,14,799
electric_bike,member,Tuesday,April,Under 10,20,717
electric_bike,casual,Saturday,April,10 to 30,14,664
electric_bike,member,Saturday,April,Under 10,22,423
classic_bike,member,Tuesday,April,10 to 30,11,331
classic_bike,member,Tuesday,April,10 to 30,15,570
classic_bike,member,Monday,April,Under 10,21,377
classic_bike,member,Wednesday,April,Under 10,15,544
electric_bike,casual,Wednesday,April,Under 10,16,430
classic_bike,member,Sunday,April,30 to 60,15,177
electric_bike,member,Thursday,April,Under 10,14,628
classic_bike,member,Thursday,April,Under 10,15,609
